SYMBOL_A,UNIPROT_AC_A,INTERACTION_TYPE,SYMBOL_B,UNIPROT_AC_B,SOURCE
RBBP4,Q09028,,E2F3,O00716,STRING
RBBP4,Q09028,,EP300,Q09472,STRING
RBBP4,Q09028,,ASF1B,Q9NVP2,STRING
RBBP4,Q09028,,ORC4,O43929,STRING
RBBP4,Q09028,,CDK6,Q00534,STRING
RBBP4,Q09028,,SMARCA2,P51531,STRING
RBBP4,Q09028,,CDK2,P24941,STRING
RBBP4,Q09028,,RB1,P06400,STRING
RBBP4,Q09028,,PML,P29590,STRING
RBBP4,Q09028,,TP53,P04637,STRING
RBBP4,Q09028,,HIST1H2BA,Q96A08,STRING
RBBP4,Q09028,,CENPH,Q9H3R5,STRING
RBBP4,Q09028,,CCNB2,O95067,STRING
RBBP4,Q09028,,HIST1H2BD,P58876,STRING
RBBP4,Q09028,,HIST1H4H,P62805,STRING
RBBP4,Q09028,,PKNOX1,P55347,STRING
RBBP4,Q09028,,RFC4,P35249,STRING
RBBP4,Q09028,,H2AFZ,P0C0S5,STRING
RBBP4,Q09028,,NPM1,P06748,STRING
RBBP4,Q09028,,ORC5,O43913,STRING
RBBP4,Q09028,,PLK1,P53350,STRING
RBBP4,Q09028,,RRM1,P23921,STRING
RBBP4,Q09028,,HIST1H2BO,P23527,STRING
RBBP4,Q09028,,CDC25A,P30304,STRING
RBBP4,Q09028,,FEN1,P39748,STRING
RBBP4,Q09028,,MCM7,P33993,STRING
RBBP4,Q09028,,H2AFV,Q71UI9,STRING
RBBP4,Q09028,,CCNE2,O96020,STRING
RBBP4,Q09028,,CHAF1B,Q13112,STRING
RBBP4,Q09028,,PRMT5,O14744,STRING
RBBP4,Q09028,,EZH2,Q15910,STRING
RBBP4,Q09028,,HIST1H2AC,Q93077,STRING
RBBP4,Q09028,,HIST1H2AJ,Q99878,STRING
RBBP4,Q09028,,HIST2H3D,Q71DI3,STRING
RBBP4,Q09028,,CENPA,P49450,STRING
RBBP4,Q09028,,CENPQ,Q7L2Z9,STRING
RBBP4,Q09028,,KAT5,Q92993,STRING
RBBP4,Q09028,,HIST1H2AD,P20671,STRING
RBBP4,Q09028,,FOXM1,Q08050,STRING
RBBP4,Q09028,,HIST1H2BJ,P06899,STRING
RBBP4,Q09028,,KPNA1,P52294,STRING
RBBP4,Q09028,,H2AFB1,P0C5Y9,STRING
RBBP4,Q09028,,CENPL,Q8N0S6,STRING
RBBP4,Q09028,,HIST1H2BH,Q93079,STRING
RBBP4,Q09028,,UBE2C,O00762,STRING
RBBP4,Q09028,,HIST1H2BK,O60814,STRING
RBBP4,Q09028,,PRIM1,P49642,STRING
RBBP4,Q09028,,HIST1H2BB,P33778,STRING
RBBP4,Q09028,,SMARCA4,P51532,STRING
RBBP4,Q09028,,HIST1H2BM,Q99879,STRING
RBBP4,Q09028,,E2F2,Q14209,STRING
RBBP4,Q09028,,BUB3,O43684,STRING
RBBP4,Q09028,,HIST2H2BE,Q16778,STRING
RBBP4,Q09028,,HIST2H2AA3,Q6FI13,STRING
RBBP4,Q09028,,ITGB3BP,Q13352,STRING
RBBP4,Q09028,,ORC1,Q13415,STRING
RBBP4,Q09028,,CENPI,Q92674,STRING
HDAC1,Q13547,,SRF,P11831,STRING
RBL1,P28749,,RBBP4,Q09028,STRING
UBE2D1,P51668,,SKP1,P63208,STRING
CDC26,Q8NHZ8,,SKP1,P63208,STRING
FOXO4,P98177,,STAT3,P40763,STRING
PSMB9,P28065,,SKP1,P63208,STRING
PSMB8,P28062,,SKP1,P63208,STRING
H2AFX,P16104,,RBBP4,Q09028,STRING
TFDP1,Q14186,,SKP1,P63208,STRING
TFDP1,Q14186,,RBBP4,Q09028,STRING
EHMT2,Q96KQ7,,RBBP4,Q09028,STRING
CENPP,Q6IPU0,,RBBP4,Q09028,STRING
SYK,Q15046,,SKP1,P63208,STRING
SYK,Q15046,,PTPN1,P18031,STRING
CKS2,P33552,,SKP1,P63208,STRING
CEP78,Q5JTW2,,TUBA4A,P68366,STRING
UBD,O15205,,SKP1,P63208,STRING
UBD,O15205,,TUBA4A,P68366,STRING
HIST1H2BL,Q99880,,RBBP4,Q09028,STRING
MYC,P01106,,SKP1,P63208,STRING
NPHP4,O75161,,TUBA4A,P68366,STRING
CCNI2,Q6ZMN8,,SKP1,P63208,STRING
PCNA,P12004,,RBBP4,Q09028,STRING
KIF24,Q5T7B8,,TUBA4A,P68366,STRING
E2F4,Q16254,,SKP1,P63208,STRING
E2F4,Q16254,,RBBP4,Q09028,STRING
ISG15,P05161,,SKP1,P63208,STRING
ISG15,P05161,,TUBA4A,P68366,STRING
FOXO1,Q12778,,SRF,P11831,STRING
RPGRIP1L,Q68CZ1,,TUBA4A,P68366,STRING
RFC3,P40938,,RBBP4,Q09028,STRING
HAUS6,Q7Z4H7,,TUBA4A,P68366,STRING
CCP110,O43303,,TUBA4A,P68366,STRING
E2F6,O75461,,RBBP4,Q09028,STRING
CDK8,P49336,,SKP1,P63208,STRING
CENPJ,Q9HC77,,TUBA4A,P68366,STRING
CHEK2,O96017,,LMNA,P02545,STRING
PSME1,Q06323,,SKP1,P63208,STRING
H2AFJ,Q9BTM1,,RBBP4,Q09028,STRING
SQSTM1,Q13501,,NFKB1,P19838,STRING
SQSTM1,Q13501,,MAPK14,Q16539,STRING
SQSTM1,Q13501,,RPS27A,P62979,STRING
SQSTM1,Q13501,,CUL1,Q13616,STRING
SQSTM1,Q13501,,MAPT,P10636,STRING
SQSTM1,Q13501,,VCP,P55072,STRING
SQSTM1,Q13501,,ITGB3BP,Q13352,STRING
SQSTM1,Q13501,,MBP,P02686,STRING
BORA,Q6PGQ7,,SKP1,P63208,STRING
BORA,Q6PGQ7,,TUBA4A,P68366,STRING
HIST3H2BB,Q8N257,,RBBP4,Q09028,STRING
MKS1,Q9NXB0,,TUBA4A,P68366,STRING
CENPN,Q96H22,,RBBP4,Q09028,STRING
HMMR,O75330,,TUBA4A,P68366,STRING
PRC1,O43663,,RBBP4,Q09028,STRING
CDC23,Q9UJX2,,SKP1,P63208,STRING
FZR1,Q9UM11,,SKP1,P63208,STRING
CDK1,P06493,,PSMC4,P43686,STRING
CDK1,P06493,,TRIP13,Q15645,STRING
CDK1,P06493,,HAUS4,Q9H6D7,STRING
CDK1,P06493,,AAAS,Q9NRG9,STRING
CDK1,P06493,,PSMD5,Q16401,STRING
CDK1,P06493,,SIRT1,Q96EB6,STRING
CDK1,P06493,,PSMD8,P48556,STRING
CDK1,P06493,,CDC34,P49427,STRING
CDK1,P06493,,EIF3D,O15371,STRING
CDK1,P06493,,PSMA3,P25788,STRING
CDK1,P06493,,VRK1,Q99986,STRING
CDK1,P06493,,PSME2,Q9UL46,STRING
CDK1,P06493,,MYBL2,P10244,STRING
CDK1,P06493,,CSNK2A1,P68400,STRING
CDK1,P06493,,FAM83D,Q9H4H8,STRING
CDK1,P06493,,TAF9,Q16594,STRING
CDK1,P06493,,PSMD10,O75832,STRING
CDK1,P06493,,STAG2,Q8N3U4,STRING
CDK1,P06493,,ORC6,Q9Y5N6,STRING
CDK1,P06493,,PSMD7,P51665,STRING
CDK1,P06493,,OIP5,O43482,STRING
CDK1,P06493,,RNASEH2A,O75792,STRING
CDK1,P06493,,CDC37,Q16543,STRING
CDK1,P06493,,CEP41,Q9BYV8,STRING
CDK1,P06493,,PSMB3,P49720,STRING
CDK1,P06493,,GALK1,P51570,STRING
CDK1,P06493,,ANAPC15,P60006,STRING
CDK1,P06493,,GLI1,P08151,STRING
CDK1,P06493,,CDKN1B,P46527,STRING
CDK1,P06493,,OAS3,Q9Y6K5,STRING
CDK1,P06493,,FBX5,Q9UKT4,STRING
CDK1,P06493,,MCM3,P25205,STRING
CDK1,P06493,,GMNN,O75496,STRING
CDK1,P06493,,SKP1,P63208,STRING
CDK1,P06493,,NUP155,O75694,STRING
CDK1,P06493,,UMPS,P11172,STRING
CDK1,P06493,,ORC2,Q13416,STRING
CDK1,P06493,,CDC7,O00311,STRING
CDK1,P06493,,MAD2L2,Q9UI95,STRING
CDK1,P06493,,CNTRL,Q7Z7A1,STRING
CDK1,P06493,,NEK9,Q8TD19,STRING
CDK1,P06493,,HELLS,Q9NRZ9,STRING
CDK1,P06493,,NFYB,P25208,STRING
CDK1,P06493,,DYNLL1,P63167,STRING
CDK1,P06493,,HAUS3,Q68CZ6,STRING
CDK1,P06493,,HIST1H4G,Q99525,STRING
CDK1,P06493,,HIST1H1A,Q02539,STRING
CDK1,P06493,,CDC25B,P30305,STRING
CDK1,P06493,,HSPA2,P54652,STRING
CDK1,P06493,,PIN1,Q13526,STRING
CDK1,P06493,,HSPB1,P04792,STRING
CDK1,P06493,,TUBGCP6,Q96RT7,STRING
CDK1,P06493,,YWHAH,Q04917,STRING
CDK1,P06493,,SIRT2,Q8IXJ6,STRING
CDK1,P06493,,ARPP19,P56211,STRING
CDK1,P06493,,MYOD1,P15172,STRING
CDK1,P06493,,E2F8,A0AVK6,STRING
CDK1,P06493,,KLF16,Q9BXK1,STRING
CDK1,P06493,,NCAPG,Q9BPX3,STRING
CDK1,P06493,,GADD45G,O95257,STRING
CDK1,P06493,,TUBGCP2,Q9BSJ2,STRING
CDK1,P06493,,GFAP,P14136,STRING
CDK1,P06493,,GINS2,Q9Y248,STRING
CDK1,P06493,,HAUS8,Q9BT25,STRING
CDK1,P06493,,NUP210,Q8TEM1,STRING
CDK1,P06493,,CDK7,P50613,STRING
CDK1,P06493,,LPIN1,Q14693,STRING
CDK1,P06493,,CCNH,P51946,STRING
CDK1,P06493,,CEP135,Q66GS9,STRING
CDK1,P06493,,OASL,Q15646,STRING
CDK1,P06493,,POM121,Q96HA1,STRING
CDK1,P06493,,ORC3,Q9UBD5,STRING
CDK1,P06493,,TROAP,Q12815,STRING
CDK1,P06493,,NUPL2,O15504,STRING
CDK1,P06493,,PSMB7,Q99436,STRING
CDK1,P06493,,DCTN3,O75935,STRING
CDK1,P06493,,HIST1H2AB,P04908,STRING
CDK1,P06493,,GGH,Q92820,STRING
CDK1,P06493,,HAUS2,Q9NVX0,STRING
CDK1,P06493,,MNAT1,P51948,STRING
CDK1,P06493,,CCND2,P30279,STRING
CDK1,P06493,,PSMC1,P62191,STRING
CDK1,P06493,,LMNB1,P20700,STRING
CDK1,P06493,,UBE2K,P61086,STRING
CDK1,P06493,,PPP2R3C,Q969Q6,STRING
CDK1,P06493,,B9D1,Q9UPM9,STRING
CDK1,P06493,,LPIN2,Q92539,STRING
CDK1,P06493,,KPNA3,O00505,STRING
CDK1,P06493,,PSMD11,O00231,STRING
CDK1,P06493,,ANAPC5,Q9UJX4,STRING
CDK1,P06493,,TIPIN,Q9BVW5,STRING
CDK1,P06493,,RAB11A,P62491,STRING
CDK1,P06493,,CCNT1,O60563,STRING
CDK1,P06493,,TUBGCP3,Q96CW5,STRING
CDK1,P06493,,NUP153,P49790,STRING
CDK1,P06493,,MCM4,P33991,STRING
CDK1,P06493,,CEP76,Q8TAP6,STRING
CDK1,P06493,,RBL2,Q08999,STRING
CDK1,P06493,,WDR59,Q6PJI9,STRING
CDK1,P06493,,PSMB1,P20618,STRING
CDK1,P06493,,PKMYT1,Q99640,STRING
CDK1,P06493,,GINS1,Q14691,STRING
CDK1,P06493,,CDKN2C,P42773,STRING
CDK1,P06493,,SAMHD1,Q9Y3Z3,STRING
CDK1,P06493,,MARK4,Q96L34,STRING
CDK1,P06493,,E2F3,O00716,STRING
CDK1,P06493,,CSE1L,P55060,STRING
CDK1,P06493,,EEF2K,O00418,STRING
CDK1,P06493,,OPTN,Q96CV9,STRING
CDK1,P06493,,EP300,Q09472,STRING
CDK1,P06493,,LIG1,P18858,STRING
CDK1,P06493,,ASF1B,Q9NVP2,STRING
CDK1,P06493,,DDX6,P26196,STRING
CDK1,P06493,,MCM6,Q14566,STRING
CDK1,P06493,,CCNT2,O60583,STRING
CDK1,P06493,,ORC4,O43929,STRING
CDK1,P06493,,POLQ,O75417,STRING
CDK1,P06493,,YWHAE,P62258,STRING
CDK1,P06493,,ALMS1,Q8TCU4,STRING
CDK1,P06493,,UBE2S,Q16763,STRING
CDK1,P06493,,NEIL3,Q8TAT5,STRING
CDK1,P06493,,NSUN2,Q08J23,STRING
CDK1,P06493,,NUP54,Q7Z3B4,STRING
CDK1,P06493,,CEP72,Q9P209,STRING
CDK1,P06493,,CEP70,Q8NHQ1,STRING
CDK1,P06493,,MCM2,P49736,STRING
CDK1,P06493,,SSBP1,Q04837,STRING
CDK1,P06493,,CREM,Q03060,STRING
CDK1,P06493,,PRKAR2A,P13861,STRING
CDK1,P06493,,AHI1,Q8N157,STRING
CDK1,P06493,,CHKA,P35790,STRING
CDK1,P06493,,PRKAR2B,P31323,STRING
CDK1,P06493,,DBF4,Q9UBU7,STRING
CDK1,P06493,,ANLN,Q9NQW6,STRING
CDK1,P06493,,SMARCA2,P51531,STRING
CDK1,P06493,,LZTS1,Q9Y250,STRING
CDK1,P06493,,TCTN3,Q6NUS6,STRING
CDK1,P06493,,TMPO,P42166,STRING
CDK1,P06493,,TTBK2,Q6IQ55,STRING
CDK1,P06493,,PML,P29590,STRING
CDK1,P06493,,ESCO1,Q5FWF5,STRING
CDK1,P06493,,IFNAR1,P17181,STRING
CDK1,P06493,,SAE1,Q9UBE0,STRING
CDK1,P06493,,PSMB6,P28072,STRING
CDK1,P06493,,PSMA5,P28066,STRING
CDK1,P06493,,LBR,Q14739,STRING
CDK1,P06493,,SKP2,Q13309,STRING
CDK1,P06493,,CDCA5,Q96FF9,STRING
CDK1,P06493,,CDKN2B,P42772,STRING
CDK1,P06493,,NINL,Q9Y2I6,STRING
CDK1,P06493,,CEP164,Q9UPV0,STRING
CDK1,P06493,,SCLT1,Q96NL6,STRING
CDK1,P06493,,FBXW7,Q969H0,STRING
CDK1,P06493,,HAUS1,Q96CS2,STRING
CDK1,P06493,,PPM1B,O75688,STRING
CDK1,P06493,,TUBGCP5,Q96RT8,STRING
CDK1,P06493,,NUP205,Q92621,STRING
CDK1,P06493,,C1orf112,Q9NSG2,STRING
CDK1,P06493,,DCK,P27707,STRING
CDK1,P06493,,ATAD2,Q6PL18,STRING
CDK1,P06493,,HIST1H4H,P62805,STRING
CDK1,P06493,,PSMB4,P28070,STRING
CDK1,P06493,,PKNOX1,P55347,STRING
CDK1,P06493,,PSMC2,P35998,STRING
CDK1,P06493,,BAX,Q07812,STRING
CDK1,P06493,,PSME3,P61289,STRING
CDK1,P06493,,NUP35,Q8NFH5,STRING
CDK1,P06493,,PSMD6,Q15008,STRING
CDK1,P06493,,CCNL1,Q9UK58,STRING
CDK1,P06493,,H2AFZ,P0C0S5,STRING
CDK1,P06493,,HMGB2,P26583,STRING
CDK1,P06493,,NPM1,P06748,STRING
CDK1,P06493,,SHH,Q15465,STRING
CDK1,P06493,,ORC5,O43913,STRING
CDK1,P06493,,MELK,Q14680,STRING
CDK1,P06493,,WDFY2,Q96P53,STRING
CDK1,P06493,,PKNOX2,Q96KN3,STRING
CDK1,P06493,,LRR1,Q96L50,STRING
CDK1,P06493,,TSC1,Q92574,STRING
CDK1,P06493,,PSMC3,P17980,STRING
CDK1,P06493,,ANAPC16,Q96DE5,STRING
CDK1,P06493,,HSP90B1,P14625,STRING
CDK1,P06493,,NCAPH2,Q6IBW4,STRING
CDK1,P06493,,NUDT21,O43809,STRING
CDK1,P06493,,RUNX1,Q01196,STRING
CDK1,P06493,,USP32,Q8NFA0,STRING
CDK1,P06493,,RAB8A,P61006,STRING
CDK1,P06493,,CDT1,Q9H211,STRING
CDK1,P06493,,PRDX2,P32119,STRING
CDK1,P06493,,TK1,P04183,STRING
CDK1,P06493,,PBK,Q96KB5,STRING
CDK1,P06493,,BCL2L1,Q07817,STRING
CDK1,P06493,,HSPA4,P34932,STRING
CDK1,P06493,,PDS5A,Q29RF7,STRING
CDK1,P06493,,CDC25A,P30304,STRING
CDK1,P06493,,UBE2E1,P51965,STRING
CDK1,P06493,,CDK5R2,Q13319,STRING
CDK1,P06493,,DTYMK,P23919,STRING
CDK1,P06493,,TCTN2,Q96GX1,STRING
CDK1,P06493,,CKAP2L,Q8IYA6,STRING
CDK1,P06493,,FEN1,P39748,STRING
CDK1,P06493,,NUP62,P37198,STRING
CDK1,P06493,,PCBP1,Q15365,STRING
CDK1,P06493,,CEP89,Q96ST8,STRING
CDK1,P06493,,YWHAG,P61981,STRING
CDK1,P06493,,SHCBP1,Q8NEM2,STRING
CDK1,P06493,,CDCA7,Q9BWT1,STRING
CDK1,P06493,,ESCO2,Q56NI9,STRING
CDK1,P06493,,DONSON,Q9NYP3,STRING
CDK1,P06493,,RPTOR,Q8N122,STRING
CDK1,P06493,,CYCS,P99999,STRING
CDK1,P06493,,HMGA1,P17096,STRING
CDK1,P06493,,H2AFV,Q71UI9,STRING
CDK1,P06493,,CCNE2,O96020,STRING
CDK1,P06493,,PSMD1,Q99460,STRING
CDK1,P06493,,PRKACA,P17612,STRING
CDK1,P06493,,ANAPC10,Q9UM13,STRING
CDK1,P06493,,PSMD2,Q13200,STRING
CDK1,P06493,,MOB1B,Q7L9L4,STRING
CDK1,P06493,,PSMC5,P62195,STRING
CDK1,P06493,,BRSK1,Q8TDC3,STRING
CDK1,P06493,,NUP93,Q8N1F7,STRING
CDK1,P06493,,BRSK2,Q8IWQ3,STRING
CDK1,P06493,,PSMA8,Q8TAA3,STRING
CDK1,P06493,,IQCB1,Q15051,STRING
CDK1,P06493,,TNKS,O95271,STRING
CDK1,P06493,,NEFH,P12036,STRING
CDK1,P06493,,CLSPN,Q9HAW4,STRING
CDK1,P06493,,NPHP1,O15259,STRING
CDK1,P06493,,DAB2,P98082,STRING
CDK1,P06493,,SSNA1,O43805,STRING
CDK1,P06493,,KHDRBS1,Q07666,STRING
CDK1,P06493,,GORASP1,Q9BQQ3,STRING
CDK1,P06493,,ANAPC2,Q9UJX6,STRING
CDK1,P06493,,MCM9,Q9NXL9,STRING
CDK1,P06493,,TYMS,P04818,STRING
CDK1,P06493,,CHAF1B,Q13112,STRING
CDK1,P06493,,CEP57,Q86XR8,STRING
CDK1,P06493,,NCL,P19338,STRING
CDK1,P06493,,CDK5R1,Q15078,STRING
CDK1,P06493,,ANAPC4,Q9UJX5,STRING
CDK1,P06493,,TRAF7,Q6Q0C0,STRING
CDK1,P06493,,PRMT5,O14744,STRING
CDK1,P06493,,SKA3,Q8IX90,STRING
CDK1,P06493,,H1FOO,Q8IZA3,STRING
CDK1,P06493,,EZH2,Q15910,STRING
CDK1,P06493,,HIST1H2AC,Q93077,STRING
CDK1,P06493,,CDC25C,P30307,STRING
CDK1,P06493,,DSCC1,Q9BVC3,STRING
CDK1,P06493,,CDK20,Q8IZL9,STRING
CDK1,P06493,,E2F7,Q96AV8,STRING
CDK1,P06493,,SPAG5,Q96R06,STRING
CDK1,P06493,,C2CD3,Q4AC94,STRING
CDK1,P06493,,SMC1A,Q14683,STRING
CDK1,P06493,,PRKAG1,P54619,STRING
CDK1,P06493,,FBF1,Q8TES7,STRING
CDK1,P06493,,CSNK1D,P48730,STRING
CDK1,P06493,,UBE2I,P63279,STRING
CDK1,P06493,,PPP2R2A,P63151,STRING
CDK1,P06493,,HSP90AB1,P08238,STRING
CDK1,P06493,,PPP1CA,P62136,STRING
CDK1,P06493,,CUL1,Q13616,STRING
CDK1,P06493,,PCM1,Q15154,STRING
CDK1,P06493,,MYT1,Q01538,STRING
CDK1,P06493,,PSMF1,Q92530,STRING
CDK1,P06493,,CDCA2,Q69YH5,STRING
CDK1,P06493,,HIST1H2AJ,Q99878,STRING
CDK1,P06493,,FOXK1,P85037,STRING
CDK1,P06493,,SP1,P08047,STRING
CDK1,P06493,,HIST1H1B,P16401,STRING
CDK1,P06493,,KPNA7,A9QM74,STRING
CDK1,P06493,,EEF1G,P26641,STRING
CDK1,P06493,,HIST2H2AC,Q16777,STRING
CDK1,P06493,,PTCH1,Q13635,STRING
CDK1,P06493,,KPNA2,P52292,STRING
CDK1,P06493,,USP45,Q70EL2,STRING
CDK1,P06493,,KPNA4,O00629,STRING
CDK1,P06493,,PPP2R2C,Q9Y2T4,STRING
CDK1,P06493,,HSP90AA1,P07900,STRING
CDK1,P06493,,FOXK2,Q01167,STRING
CDK1,P06493,,CEP63,Q96MT8,STRING
CDK1,P06493,,PPP2R2B,Q00005,STRING
CDK1,P06493,,CDKN2D,P55273,STRING
CDK1,P06493,,PCID2,Q5JVF3,STRING
CDK1,P06493,,EIF4G1,Q04637,STRING
CDK1,P06493,,UBA1,P22314,STRING
CDK1,P06493,,ANAPC1,Q9H1A4,STRING
CDK1,P06493,,ZFAND4,Q86XD8,STRING
CDK1,P06493,,FOXO3,O43524,STRING
CDK1,P06493,,HIST1H1C,P16403,STRING
CDK1,P06493,,MYB,P10242,STRING
CDK1,P06493,,EIF4EBP1,Q13541,STRING
CDK1,P06493,,MAPT,P10636,STRING
CDK1,P06493,,SFN,P31947,STRING
CDK1,P06493,,HIST1H2AD,P20671,STRING
CDK1,P06493,,HIST1H1T,P22492,STRING
CDK1,P06493,,ENSA,O43768,STRING
CDK1,P06493,,OAS2,P29728,STRING
CDK1,P06493,,FOXM1,Q08050,STRING
CDK1,P06493,,CEP97,Q8IW35,STRING
CDK1,P06493,,HMGB1,P09429,STRING
CDK1,P06493,,KPNA1,P52294,STRING
CDK1,P06493,,CDK5RAP2,Q96SN8,STRING
CDK1,P06493,,OFD1,O75665,STRING
CDK1,P06493,,H1F0,P07305,STRING
CDK1,P06493,,PTMA,P06454,STRING
CDK1,P06493,,PTTG1,O95997,STRING
CDK1,P06493,,E2F1,Q01094,STRING
CDK1,P06493,,GATA2,P23769,STRING
CDK1,P06493,,DLG1,Q12959,STRING
CDK1,P06493,,NUP50,Q9UKX7,STRING
CDK1,P06493,,H2AFB1,P0C5Y9,STRING
CDK1,P06493,,TRRAP,Q9Y4A5,STRING
CDK1,P06493,,PSMD12,O00232,STRING
CDK1,P06493,,CDC16,Q13042,STRING
CDK1,P06493,,AKAP9,Q99996,STRING
CDK1,P06493,,NCAPG2,Q86XI2,STRING
CDK1,P06493,,PITPNM1,O00562,STRING
CDK1,P06493,,DYNC1H1,Q14204,STRING
CDK1,P06493,,ANAPC11,Q9NYG5,STRING
CDK1,P06493,,POT1,Q9NUX5,STRING
CDK1,P06493,,SMARCA4,P51532,STRING
CDK1,P06493,,PARPBP,Q9NWS1,STRING
CDK1,P06493,,CASP8,Q14790,STRING
CDK1,P06493,,PSMB10,P40306,STRING
CDK1,P06493,,REV3L,O60673,STRING
CDK1,P06493,,VCP,P55072,STRING
CDK1,P06493,,NUP214,P35658,STRING
CDK1,P06493,,PCNT,O95613,STRING
CDK1,P06493,,CSNK1E,P49674,STRING
CDK1,P06493,,SRSF2,Q01130,STRING
CDK1,P06493,,MAP4,P27816,STRING
CDK1,P06493,,MAP2,P50579,STRING
CDK1,P06493,,CNPPD1,Q9BV87,STRING
CDK1,P06493,,WDHD1,O75717,STRING
CDK1,P06493,,BAK1,Q16611,STRING
CDK1,P06493,,PPP1R13L,Q8WUF5,STRING
CDK1,P06493,,MCM10,Q7L590,STRING
CDK1,P06493,,E2F2,Q14209,STRING
CDK1,P06493,,PSMB5,P28074,STRING
CDK1,P06493,,SDCCAG8,Q86SQ7,STRING
CDK1,P06493,,RAB4A,P20338,STRING
CDK1,P06493,,FGFR1OP,O95684,STRING
CDK1,P06493,,DTL,Q9NZJ0,STRING
CDK1,P06493,,NEK2,P51955,STRING
CDK1,P06493,,MDM4,O15151,STRING
CDK1,P06493,,UBE2T,Q9NPD8,STRING
CDK1,P06493,,KIF14,Q15058,STRING
CDK1,P06493,,ASPM,Q8IZT6,STRING
CDK1,P06493,,TPR,P12270,STRING
CDK1,P06493,,NES,P48681,STRING
CDK1,P06493,,LMNA,P02545,STRING
CDK1,P06493,,MKI67,P46013,STRING
CDK1,P06493,,PSMD4,P55036,STRING
CDK1,P06493,,MCL1,Q07820,STRING
CDK1,P06493,,CACUL1,Q86Y37,STRING
CDK1,P06493,,HIST2H2AA3,Q6FI13,STRING
CDK1,P06493,,UBL4A,P11441,STRING
CDK1,P06493,,BTRC,Q9Y297,STRING
CDK1,P06493,,HAUS7,Q99871,STRING
CDK1,P06493,,CETN2,P41208,STRING
CDK1,P06493,,GTF2B,Q00403,STRING
CDK1,P06493,,PRKACB,P22694,STRING
CDK1,P06493,,PSMA7,O14818,STRING
CDK1,P06493,,GADD45A,P24522,STRING
CDK1,P06493,,RAE1,P24386,STRING
CDK1,P06493,,RUNX2,Q13950,STRING
CDK1,P06493,,CDC5L,Q99459,STRING
CDK1,P06493,,CEP55,Q53EZ4,STRING
CDK1,P06493,,UBE2A,P49459,STRING
CDK1,P06493,,ORC1,Q13415,STRING
CDK1,P06493,,PTPN1,P18031,STRING
CDK1,P06493,,STIL,Q15468,STRING
CDK1,P06493,,NUP188,Q5SRE5,STRING
CDK1,P06493,,ODF2,Q5BJF6,STRING
CDK1,P06493,,DNAJC9,Q8WXX5,STRING
CDK1,P06493,,CCND3,P30281,STRING
CDK1,P06493,,PSMB2,P49721,STRING
CDK1,P06493,,LPIN3,Q9BQK8,STRING
CDK1,P06493,,RBBP4,Q09028,STRING
CDK1,P06493,,HDAC1,Q13547,STRING
CDK1,P06493,,RBL1,P28749,STRING
CDK1,P06493,,RCC1,P18754,STRING
CDK1,P06493,,CDC26,Q8NHZ8,STRING
CDK1,P06493,,FOXO4,P98177,STRING
CDK1,P06493,,PSMB9,P28065,STRING
CDK1,P06493,,PSMB8,P28062,STRING
CDK1,P06493,,EIF2S2,P20042,STRING
CDK1,P06493,,TFDP1,Q14186,STRING
CDK1,P06493,,TSPYL2,Q9H2G4,STRING
CDK1,P06493,,CSNK2B,P67870,STRING
CDK1,P06493,,MASTL,Q96GX5,STRING
CDK1,P06493,,CEP78,Q5JTW2,STRING
CDK1,P06493,,UBD,O15205,STRING
CDK1,P06493,,PRKACG,P22612,STRING
CDK1,P06493,,CKAP2,Q8WWK9,STRING
CDK1,P06493,,NPHP4,O75161,STRING
CDK1,P06493,,TP73,O15350,STRING
CDK1,P06493,,MCM8,Q9UJA3,STRING
CDK1,P06493,,GPCPD1,Q9NPB8,STRING
CDK1,P06493,,POLA1,P09884,STRING
CDK1,P06493,,KIF24,Q5T7B8,STRING
CDK1,P06493,,RGCC,Q9H4X1,STRING
CDK1,P06493,,E2F4,Q16254,STRING
CDK1,P06493,,ISG15,P05161,STRING
CDK1,P06493,,FOXO1,Q12778,STRING
CDK1,P06493,,EEF1E1,O43324,STRING
CDK1,P06493,,RPGRIP1L,Q68CZ1,STRING
CDK1,P06493,,RBBP7,Q16576,STRING
CDK1,P06493,,HAUS6,Q7Z4H7,STRING
CDK1,P06493,,CCP110,O43303,STRING
CDK1,P06493,,E2F6,O75461,STRING
CDK1,P06493,,CDK8,P49336,STRING
CDK1,P06493,,CDC37L1,Q7L3B6,STRING
CDK1,P06493,,CENPJ,Q9HC77,STRING
CDK1,P06493,,PSME1,Q06323,STRING
CDK1,P06493,,STAG1,Q8WVM7,STRING
CDK1,P06493,,KRT18,P05783,STRING
CDK1,P06493,,SEPT14,Q6ZU15,STRING
CDK1,P06493,,H2AFJ,Q9BTM1,STRING
CDK1,P06493,,SQSTM1,Q13501,STRING
CDK1,P06493,,CCNK,O75909,STRING
CDK1,P06493,,BORA,Q6PGQ7,STRING
CDK1,P06493,,MKS1,Q9NXB0,STRING
CDK1,P06493,,NUMA1,Q14980,STRING
CDK1,P06493,,AIMP1,Q12904,STRING
CDK1,P06493,,CDC23,Q9UJX2,STRING
MOB1A,Q9H8S9,,CDK1,P06493,STRING
HIST1H2BN,Q99877,,RBBP4,Q09028,STRING
CCNF,P41002,,CDK1,P06493,STRING
